,date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,aerosol_optical_depth,dust,uv_index,uv_index_clear_sky,ammonia,alder_pollen,birch_pollen,grass_pollen,mugwort_pollen,olive_pollen,ragweed_pollen
0,2022-07-28 23:00:00,,,,,,,,,,,,,,,,,
1,2022-07-29 00:00:00,,,,,,,,,,,,,,,,,
2,2022-07-29 01:00:00,,,,,,,,,,,,,,,,,
3,2022-07-29 02:00:00,,,,,,,,,,,,,,,,,
4,2022-07-29 03:00:00,,,,,,,,,,,,,,,,,
5,2022-07-29 04:00:00,,,,,,,,,,,,,,,,,
6,2022-07-29 05:00:00,,,,,,,,,,,,,,,,,
7,2022-07-29 06:00:00,,,,,,,,,,,,,,,,,
8,2022-07-29 07:00:00,,,,,,,,,,,,,,,,,
9,2022-07-29 08:00:00,,,,,,,,,,,,,,,,,
10,2022-07-29 09:00:00,,,,,,,,,,,,,,,,,
11,2022-07-29 10:00:00,,,,,,,,,,,,,,,,,
12,2022-07-29 11:00:00,,,,,,,,,,,,,,,,,
13,2022-07-29 12:00:00,,,,,,,,,,,,,,,,,
14,2022-07-29 13:00:00,,,,,,,,,,,,,,,,,
15,2022-07-29 14:00:00,,,,,,,,,,,,,,,,,
16,2022-07-29 15:00:00,,,,,,,,,,,,,,,,,
17,2022-07-29 16:00:00,,,,,,,,,,,,,,,,,
18,2022-07-29 17:00:00,,,,,,,,,,,,,,,,,
19,2022-07-29 18:00:00,,,,,,,,,,,,,,,,,
20,2022-07-29 19:00:00,,,,,,,,,,,,,,,,,
21,2022-07-29 20:00:00,,,,,,,,,,,,,,,,,
22,2022-07-29 21:00:00,,,,,,,,,,,,,,,,,
23,2022-07-29 22:00:00,,,,,,,,,,,,,,,,,
24,2022-07-29 23:00:00,,,,,,,,,,,,,,,,,
25,2022-07-30 00:00:00,,,,,,,,,,,,,,,,,
26,2022-07-30 01:00:00,,,,,,,,,,,,,,,,,
27,2022-07-30 02:00:00,,,,,,,,,,,,,,,,,
28,2022-07-30 03:00:00,,,,,,,,,,,,,,,,,
29,2022-07-30 04:00:00,,,,,,,,,,,,,,,,,
30,2022-07-30 05:00:00,,,,,,,,,,,,,,,,,
31,2022-07-30 06:00:00,,,,,,,,,,,,,,,,,
32,2022-07-30 07:00:00,,,,,,,,,,,,,,,,,
33,2022-07-30 08:00:00,,,,,,,,,,,,,,,,,
34,2022-07-30 09:00:00,,,,,,,,,,,,,,,,,
35,2022-07-30 10:00:00,,,,,,,,,,,,,,,,,
36,2022-07-30 11:00:00,,,,,,,,,,,,,,,,,
37,2022-07-30 12:00:00,,,,,,,,,,,,,,,,,
38,2022-07-30 13:00:00,,,,,,,,,,,,,,,,,
39,2022-07-30 14:00:00,,,,,,,,,,,,,,,,,
40,2022-07-30 15:00:00,,,,,,,,,,,,,,,,,
41,2022-07-30 16:00:00,,,,,,,,,,,,,,,,,
42,2022-07-30 17:00:00,,,,,,,,,,,,,,,,,
43,2022-07-30 18:00:00,,,,,,,,,,,,,,,,,
44,2022-07-30 19:00:00,,,,,,,,,,,,,,,,,
45,2022-07-30 20:00:00,,,,,,,,,,,,,,,,,
46,2022-07-30 21:00:00,,,,,,,,,,,,,,,,,
47,2022-07-30 22:00:00,,,,,,,,,,,,,,,,,
48,2022-07-30 23:00:00,,,,,,,,,,,,,,,,,
49,2022-07-31 00:00:00,,,,,,,,,,,,,,,,,
50,2022-07-31 01:00:00,,,,,,,,,,,,,,,,,
51,2022-07-31 02:00:00,,,,,,,,,,,,,,,,,
52,2022-07-31 03:00:00,,,,,,,,,,,,,,,,,
53,2022-07-31 04:00:00,,,,,,,,,,,,,,,,,
54,2022-07-31 05:00:00,,,,,,,,,,,,,,,,,
55,2022-07-31 06:00:00,,,,,,,,,,,,,,,,,
56,2022-07-31 07:00:00,,,,,,,,,,,,,,,,,
57,2022-07-31 08:00:00,,,,,,,,,,,,,,,,,
58,2022-07-31 09:00:00,,,,,,,,,,,,,,,,,
59,2022-07-31 10:00:00,,,,,,,,,,,,,,,,,
60,2022-07-31 11:00:00,,,,,,,,,,,,,,,,,
61,2022-07-31 12:00:00,,,,,,,,,,,,,,,,,
62,2022-07-31 13:00:00,,,,,,,,,,,,,,,,,
63,2022-07-31 14:00:00,,,,,,,,,,,,,,,,,
64,2022-07-31 15:00:00,,,,,,,,,,,,,,,,,
65,2022-07-31 16:00:00,,,,,,,,,,,,,,,,,
66,2022-07-31 17:00:00,,,,,,,,,,,,,,,,,
67,2022-07-31 18:00:00,,,,,,,,,,,,,,,,,
68,2022-07-31 19:00:00,,,,,,,,,,,,,,,,,
69,2022-07-31 20:00:00,,,,,,,,,,,,,,,,,
70,2022-07-31 21:00:00,,,,,,,,,,,,,,,,,
71,2022-07-31 22:00:00,,,,,,,,,,,,,,,,,
72,2022-07-31 23:00:00,,,,,,,,,,,,,,,,,
73,2022-08-01 00:00:00,,,,,,,,,,,,,,,,,
74,2022-08-01 01:00:00,,,,,,,,,,,,,,,,,
75,2022-08-01 02:00:00,,,,,,,,,,,,,,,,,
76,2022-08-01 03:00:00,,,,,,,,,,,,,,,,,
77,2022-08-01 04:00:00,,,,,,,,,,,,,,,,,
78,2022-08-01 05:00:00,,,,,,,,,,,,,,,,,
79,2022-08-01 06:00:00,,,,,,,,,,,,,,,,,
80,2022-08-01 07:00:00,,,,,,,,,,,,,,,,,
81,2022-08-01 08:00:00,,,,,,,,,,,,,,,,,
82,2022-08-01 09:00:00,,,,,,,,,,,,,,,,,
83,2022-08-01 10:00:00,,,,,,,,,,,,,,,,,
84,2022-08-01 11:00:00,,,,,,,,,,,,,,,,,
85,2022-08-01 12:00:00,,,,,,,,,,,,,,,,,
86,2022-08-01 13:00:00,,,,,,,,,,,,,,,,,
87,2022-08-01 14:00:00,,,,,,,,,,,,,,,,,
88,2022-08-01 15:00:00,,,,,,,,,,,,,,,,,
89,2022-08-01 16:00:00,,,,,,,,,,,,,,,,,
90,2022-08-01 17:00:00,,,,,,,,,,,,,,,,,
91,2022-08-01 18:00:00,,,,,,,,,,,,,,,,,
92,2022-08-01 19:00:00,,,,,,,,,,,,,,,,,
93,2022-08-01 20:00:00,,,,,,,,,,,,,,,,,
94,2022-08-01 21:00:00,,,,,,,,,,,,,,,,,
95,2022-08-01 22:00:00,,,,,,,,,,,,,,,,,
96,2022-08-01 23:00:00,,,,,,,,,,,,,,,,,
97,2022-08-02 00:00:00,,,,,,,,,,,,,,,,,
98,2022-08-02 01:00:00,,,,,,,,,,,,,,,,,
99,2022-08-02 02:00:00,,,,,,,,,,,,,,,,,
100,2022-08-02 03:00:00,,,,,,,,,,,,,,,,,
101,2022-08-02 04:00:00,,,,,,,,,,,,,,,,,
102,2022-08-02 05:00:00,,,,,,,,,,,,,,,,,
103,2022-08-02 06:00:00,,,,,,,,,,,,,,,,,
104,2022-08-02 07:00:00,,,,,,,,,,,,,,,,,
105,2022-08-02 08:00:00,,,,,,,,,,,,,,,,,
106,2022-08-02 09:00:00,,,,,,,,,,,,,,,,,
107,2022-08-02 10:00:00,,,,,,,,,,,,,,,,,
108,2022-08-02 11:00:00,,,,,,,,,,,,,,,,,
109,2022-08-02 12:00:00,,,,,,,,,,,,,,,,,
110,2022-08-02 13:00:00,,,,,,,,,,,,,,,,,
111,2022-08-02 14:00:00,,,,,,,,,,,,,,,,,
112,2022-08-02 15:00:00,,,,,,,,,,,,,,,,,
113,2022-08-02 16:00:00,,,,,,,,,,,,,,,,,
114,2022-08-02 17:00:00,,,,,,,,,,,,,,,,,
115,2022-08-02 18:00:00,,,,,,,,,,,,,,,,,
116,2022-08-02 19:00:00,,,,,,,,,,,,,,,,,
117,2022-08-02 20:00:00,,,,,,,,,,,,,,,,,
118,2022-08-02 21:00:00,,,,,,,,,,,,,,,,,
119,2022-08-02 22:00:00,,,,,,,,,,,,,,,,,
120,2022-08-02 23:00:00,,,,,,,,,,,,,,,,,
121,2022-08-03 00:00:00,,,,,,,,,,,,,,,,,
122,2022-08-03 01:00:00,,,,,,,,,,,,,,,,,
123,2022-08-03 02:00:00,,,,,,,,,,,,,,,,,
124,2022-08-03 03:00:00,,,,,,,,,,,,,,,,,
125,2022-08-03 04:00:00,,,,,,,,,,,,,,,,,
126,2022-08-03 05:00:00,,,,,,,,,,,,,,,,,
127,2022-08-03 06:00:00,,,,,,,,,,,,,,,,,
128,2022-08-03 07:00:00,,,,,,,,,,,,,,,,,
129,2022-08-03 08:00:00,,,,,,,,,,,,,,,,,
130,2022-08-03 09:00:00,,,,,,,,,,,,,,,,,
131,2022-08-03 10:00:00,,,,,,,,,,,,,,,,,
132,2022-08-03 11:00:00,,,,,,,,,,,,,,,,,
133,2022-08-03 12:00:00,,,,,,,,,,,,,,,,,
134,2022-08-03 13:00:00,,,,,,,,,,,,,,,,,
135,2022-08-03 14:00:00,,,,,,,,,,,,,,,,,
136,2022-08-03 15:00:00,,,,,,,,,,,,,,,,,
137,2022-08-03 16:00:00,,,,,,,,,,,,,,,,,
138,2022-08-03 17:00:00,,,,,,,,,,,,,,,,,
139,2022-08-03 18:00:00,,,,,,,,,,,,,,,,,
140,2022-08-03 19:00:00,,,,,,,,,,,,,,,,,
141,2022-08-03 20:00:00,,,,,,,,,,,,,,,,,
142,2022-08-03 21:00:00,,,,,,,,,,,,,,,,,
143,2022-08-03 22:00:00,,,,,,,,,,,,,,,,,
144,2022-08-03 23:00:00,,,,,,,,,,,,,,,,,
145,2022-08-04 00:00:00,11.2,10.4,127.0,1.6,1.05,70.0,0.11,0.0,0.0,0.0,,,,2.2,0.9,,1.7
146,2022-08-04 01:00:00,11.7,10.8,127.0,1.5,1.2,67.0,0.1,0.0,0.0,0.0,,,,2.1,0.9,,1.6
147,2022-08-04 02:00:00,12.2,11.4,128.0,1.45,1.85,66.0,0.1,0.0,0.0,0.0,,,,2.1,0.9,,1.5
148,2022-08-04 03:00:00,12.7,12.0,128.0,1.5,3.0,63.0,0.09,0.0,0.0,0.0,,,,2.1,0.9,,1.4
149,2022-08-04 04:00:00,12.6,12.0,129.0,1.7,3.7,62.0,0.08,0.0,0.05,0.05,,,,2.1,0.9,,1.4
150,2022-08-04 05:00:00,13.4,12.3,134.0,2.2,4.15,66.0,0.08,0.0,0.45,0.45,,,,2.2,0.9,,1.3
151,2022-08-04 06:00:00,13.9,12.8,134.0,1.8,5.2,63.0,0.08,0.0,1.4,1.4,,,,2.3,0.6,,2.0
152,2022-08-04 07:00:00,11.0,9.8,130.0,1.0,9.25,81.0,0.07,0.0,3.0,3.0,,,,2.0,1.0,,1.8
153,2022-08-04 08:00:00,10.9,9.4,128.0,0.75,8.25,88.0,0.07,0.0,4.95,4.95,,,,2.2,1.3,,1.9
154,2022-08-04 09:00:00,11.1,9.5,122.0,0.5,7.5,92.0,0.07,0.0,6.85,6.85,,,,2.3,1.4,,1.8
155,2022-08-04 10:00:00,10.8,9.3,115.0,0.4,6.45,93.0,0.08,0.0,8.0,8.1,,,,2.1,1.4,,1.5
156,2022-08-04 11:00:00,9.2,8.0,112.0,0.35,5.95,95.0,0.09,0.0,7.2,8.4,,,,1.9,1.3,,1.1
157,2022-08-04 12:00:00,7.8,6.8,110.0,0.35,5.2,98.0,0.15,0.0,4.1,7.6,,,,1.8,1.2,,0.9
158,2022-08-04 13:00:00,6.9,6.4,108.0,0.35,4.55,98.0,0.15,0.0,3.1,5.9,,,,1.9,1.1,,0.9
159,2022-08-04 14:00:00,6.8,6.3,103.0,0.35,3.5,99.0,0.15,0.0,2.85,3.85,,,,2.0,1.1,,1.0
160,2022-08-04 15:00:00,6.7,6.2,105.0,0.45,3.2,99.0,0.15,0.0,1.55,2.05,,,,2.0,1.1,,1.0
161,2022-08-04 16:00:00,6.8,6.3,108.0,0.8,3.35,95.0,0.14,0.0,0.7,0.8,,,,2.0,1.0,,1.1
162,2022-08-04 17:00:00,7.2,6.7,111.0,1.1,3.3,87.0,0.12,0.0,0.2,0.2,,,,2.3,1.0,,1.3
163,2022-08-04 18:00:00,7.7,7.2,117.0,1.6,3.15,87.0,0.11,0.0,0.0,0.0,,,,2.7,0.9,,1.8
164,2022-08-04 19:00:00,8.9,7.9,123.0,1.95,2.75,81.0,0.11,0.0,0.0,0.0,,,,3.7,0.8,,2.8
165,2022-08-04 20:00:00,10.3,9.1,130.0,2.15,2.7,75.0,0.11,0.0,0.0,0.0,,,,3.8,0.8,,3.4
166,2022-08-04 21:00:00,12.3,11.0,131.0,2.2,2.45,75.0,0.12,0.0,0.0,0.0,,,,3.3,0.8,,3.4
167,2022-08-04 22:00:00,12.4,11.2,129.0,2.25,2.3,67.0,0.12,0.0,0.0,0.0,,,,3.0,0.8,,3.4
168,2022-08-04 23:00:00,11.8,11.0,129.0,2.3,2.3,65.0,0.12,0.0,0.0,0.0,,,,2.9,0.8,,3.3
169,2022-08-05 00:00:00,12.2,10.5,128.0,2.1,2.2,66.0,0.11,0.0,0.0,0.0,,,,3.1,0.9,,2.5
170,2022-08-05 01:00:00,13.0,10.9,130.0,1.85,2.25,60.0,0.11,0.0,0.0,0.0,,,,2.8,0.9,,2.3
171,2022-08-05 02:00:00,12.5,11.4,128.0,1.75,2.35,58.0,0.11,0.0,0.0,0.0,,,,2.7,0.9,,2.3
172,2022-08-05 03:00:00,12.1,11.2,125.0,1.75,3.1,57.0,0.11,0.0,0.0,0.0,,,,2.7,0.9,,2.3
173,2022-08-05 04:00:00,11.9,11.2,129.0,1.85,4.15,57.0,0.11,0.0,0.05,0.05,,,,2.8,0.9,,2.3
174,2022-08-05 05:00:00,12.8,10.9,133.0,1.85,4.2,61.0,0.11,0.0,0.45,0.45,,,,2.8,0.9,,2.3
175,2022-08-05 06:00:00,13.3,13.0,137.0,1.25,6.3,62.0,0.11,0.0,1.4,1.4,,,,2.7,0.7,,2.6
176,2022-08-05 07:00:00,13.1,12.4,129.0,1.0,8.1,74.0,0.11,0.0,3.0,3.0,,,,2.4,0.9,,2.2
177,2022-08-05 08:00:00,12.1,11.0,127.0,0.7,7.7,87.0,0.11,0.0,4.95,4.95,,,,2.9,1.2,,2.4
178,2022-08-05 09:00:00,11.8,10.3,120.0,0.5,6.5,92.0,0.11,0.0,6.8,6.8,,,,2.6,0.8,,2.5
179,2022-08-05 10:00:00,11.4,10.1,114.0,0.35,5.0,99.0,0.11,0.0,8.0,8.0,,,,2.3,0.8,,2.7
180,2022-08-05 11:00:00,10.3,8.6,112.0,0.3,4.55,99.0,0.11,0.0,8.2,8.2,,,,2.3,0.9,,2.6
181,2022-08-05 12:00:00,9.7,7.1,107.0,0.35,4.9,100.0,0.23,0.0,3.8,7.35,,,,2.0,1.1,,2.0
182,2022-08-05 13:00:00,9.4,7.2,107.0,0.35,4.55,101.0,0.22,0.0,3.65,5.65,,,,2.1,1.2,,1.6
183,2022-08-05 14:00:00,8.3,7.0,105.0,0.35,4.0,101.0,0.21,0.0,2.8,3.7,,,,2.0,1.1,,1.4
184,2022-08-05 15:00:00,7.3,6.2,104.0,0.4,4.45,101.0,0.19,0.0,1.65,1.95,,,,2.0,1.0,,1.2
185,2022-08-05 16:00:00,7.1,6.5,105.0,0.85,4.45,95.0,0.19,0.0,0.75,0.75,,,,2.5,1.0,,1.1
186,2022-08-05 17:00:00,7.2,6.7,106.0,1.15,4.15,93.0,0.17,0.0,0.2,0.2,,,,3.1,0.9,,0.9
187,2022-08-05 18:00:00,9.2,8.5,110.0,1.7,4.55,89.0,0.16,0.0,0.0,0.0,,,,3.4,0.8,,1.0
188,2022-08-05 19:00:00,9.7,9.0,113.0,2.3,4.35,81.0,0.16,0.0,0.0,0.0,,,,3.8,0.7,,1.3
189,2022-08-05 20:00:00,9.9,9.2,117.0,2.5,3.5,74.0,0.16,0.0,0.0,0.0,,,,3.9,0.6,,1.8
190,2022-08-05 21:00:00,9.9,9.2,119.0,2.55,3.45,72.0,0.15,0.0,0.0,0.0,,,,2.9,0.6,,2.8
191,2022-08-05 22:00:00,9.6,8.9,122.0,2.8,2.7,67.0,0.15,0.0,0.0,0.0,,,,2.9,0.7,,3.3
192,2022-08-05 23:00:00,9.6,8.9,122.0,2.7,3.55,63.0,0.16,0.0,0.0,0.0,,,,3.1,0.7,,4.0
193,2022-08-06 00:00:00,9.3,8.9,120.0,1.85,3.6,64.0,0.13,0.0,0.0,0.0,,,,3.2,0.7,,5.0
194,2022-08-06 01:00:00,9.6,9.0,120.0,1.6,3.6,60.0,0.13,0.0,0.0,0.0,,,,3.0,0.7,,5.4
195,2022-08-06 02:00:00,10.2,9.8,120.0,1.55,4.15,62.0,0.13,0.0,0.0,0.0,,,,2.7,0.7,,5.8
196,2022-08-06 03:00:00,10.9,10.1,120.0,1.65,4.3,69.0,0.12,0.0,0.0,0.0,,,,2.5,0.8,,6.1
197,2022-08-06 04:00:00,10.8,10.0,121.0,1.45,5.1,56.0,0.12,0.0,0.05,0.05,,,,2.4,0.8,,6.1
198,2022-08-06 05:00:00,11.7,10.8,123.0,1.75,6.25,69.0,0.11,0.0,0.45,0.45,,,,2.2,0.8,,5.9
199,2022-08-06 06:00:00,11.8,10.6,125.0,1.25,6.0,62.0,0.11,0.0,1.35,1.35,,,,2.4,0.6,,5.8
200,2022-08-06 07:00:00,10.7,9.9,113.0,0.9,8.0,81.0,0.1,0.0,2.95,2.95,,,,2.6,1.1,,6.2
201,2022-08-06 08:00:00,9.5,8.9,110.0,0.6,8.05,90.0,0.1,0.0,4.9,4.9,,,,2.8,1.6,,3.6
202,2022-08-06 09:00:00,7.7,7.2,105.0,0.4,5.5,99.0,0.09,0.0,6.7,6.7,,,,2.5,1.7,,2.6
203,2022-08-06 10:00:00,6.6,6.2,107.0,0.3,4.15,101.0,0.09,0.0,7.95,7.95,,,,1.8,1.7,,2.3
204,2022-08-06 11:00:00,5.9,5.6,105.0,0.25,3.9,101.0,0.09,0.0,8.1,8.15,,,,2.0,1.7,,2.5
205,2022-08-06 12:00:00,5.5,5.2,103.0,0.25,2.55,101.0,0.07,0.0,7.6,7.6,,,,2.2,1.6,,3.6
206,2022-08-06 13:00:00,5.7,5.3,102.0,0.3,2.1,102.0,0.07,0.0,5.9,5.95,,,,2.3,1.5,,4.9
207,2022-08-06 14:00:00,6.3,5.8,101.0,0.35,2.55,102.0,0.07,0.0,3.9,3.9,,,,2.3,1.6,,6.5
208,2022-08-06 15:00:00,6.9,6.5,103.0,0.35,2.05,102.0,0.08,0.0,2.05,2.05,,,,2.2,1.6,,7.5
209,2022-08-06 16:00:00,7.0,6.5,106.0,0.6,1.2,101.0,0.08,0.0,0.8,0.8,,,,2.6,1.6,,7.6
210,2022-08-06 17:00:00,7.3,6.8,107.0,0.7,0.95,100.0,0.09,0.0,0.15,0.2,,,,2.9,1.5,,7.4
211,2022-08-06 18:00:00,6.8,6.3,108.0,0.95,1.25,96.0,0.09,0.0,0.0,0.0,,,,3.4,1.4,,6.9
212,2022-08-06 19:00:00,7.0,6.5,109.0,1.05,0.65,93.0,0.11,0.0,0.0,0.0,,,,4.0,1.0,,5.5
213,2022-08-06 20:00:00,7.9,7.2,110.0,1.2,0.5,84.0,0.12,0.0,0.0,0.0,,,,4.3,0.9,,5.1
214,2022-08-06 21:00:00,7.5,6.8,112.0,1.55,0.6,80.0,0.15,0.0,0.0,0.0,,,,4.6,0.9,,4.5
215,2022-08-06 22:00:00,7.4,6.6,113.0,1.6,0.65,79.0,0.17,0.0,0.0,0.0,,,,4.4,0.7,,4.1
216,2022-08-06 23:00:00,7.4,7.1,113.0,1.4,0.4,77.0,0.16,0.0,0.0,0.0,,,,4.4,0.6,,4.3
217,2022-08-07 00:00:00,8.2,7.6,123.0,1.2,1.2,77.0,0.18,0.0,0.0,0.0,,,,4.4,0.8,,3.2
218,2022-08-07 01:00:00,8.1,7.5,124.0,1.1,1.15,74.0,0.2,0.0,0.0,0.0,,,,3.9,0.8,,2.8
219,2022-08-07 02:00:00,8.5,7.8,123.0,1.1,0.85,69.0,0.22,0.0,0.0,0.0,,,,3.5,0.9,,2.5
220,2022-08-07 03:00:00,9.2,7.9,122.0,1.1,0.7,65.0,0.21,0.0,0.0,0.0,,,,3.3,0.9,,2.0
221,2022-08-07 04:00:00,8.6,7.9,128.0,1.6,0.55,69.0,0.2,0.0,0.05,0.05,,,,2.6,1.0,,1.7
222,2022-08-07 05:00:00,9.7,7.9,137.0,1.6,0.4,67.0,0.21,0.0,0.2,0.4,,,,2.4,1.5,,1.5
223,2022-08-07 06:00:00,9.6,8.1,138.0,1.2,0.45,72.0,0.17,0.0,0.8,1.3,,,,3.1,1.6,,1.6
224,2022-08-07 07:00:00,9.6,8.7,134.0,0.85,0.55,81.0,0.15,0.0,1.8,2.9,,,,2.9,1.8,,1.5
225,2022-08-07 08:00:00,9.7,8.3,124.0,0.5,0.65,81.0,0.15,0.0,3.55,4.85,,,,3.5,2.1,,1.7
226,2022-08-07 09:00:00,9.2,8.5,118.0,0.4,1.1,79.0,0.14,0.0,5.5,6.75,,,,2.9,2.2,,2.0
227,2022-08-07 10:00:00,8.4,7.9,118.0,0.35,1.2,79.0,0.13,0.0,6.75,8.05,,,,2.0,1.9,,2.2
228,2022-08-07 11:00:00,8.3,7.6,117.0,0.3,1.6,82.0,0.13,0.0,7.1,8.3,,,,1.7,1.5,,3.0
229,2022-08-07 12:00:00,8.4,8.1,115.0,0.3,1.9,83.0,0.24,0.0,6.25,7.15,,,,1.5,1.3,,3.9
230,2022-08-07 13:00:00,9.2,9.0,114.0,0.35,1.95,81.0,0.24,0.0,4.7,5.55,,,,1.9,1.1,,6.2
231,2022-08-07 14:00:00,8.9,8.7,115.0,0.4,2.05,82.0,0.26,0.0,3.1,3.55,,,,2.0,1.0,,6.6
232,2022-08-07 15:00:00,9.1,8.3,117.0,0.4,2.25,82.0,0.26,0.0,1.6,1.85,,,,2.1,1.1,,5.8
233,2022-08-07 16:00:00,8.7,7.9,118.0,0.55,2.3,82.0,0.28,0.0,0.65,0.7,,,,2.3,1.1,,6.2
234,2022-08-07 17:00:00,8.8,7.5,118.0,0.9,2.25,83.0,0.28,0.0,0.15,0.15,,,,2.3,1.0,,6.1
235,2022-08-07 18:00:00,9.2,7.9,122.0,0.95,1.8,81.0,0.29,0.0,0.0,0.0,,,,2.4,0.9,,6.2
236,2022-08-07 19:00:00,8.8,7.7,125.0,1.0,2.05,77.0,0.3,0.0,0.0,0.0,,,,2.6,0.8,,6.2
237,2022-08-07 20:00:00,9.1,8.0,129.0,1.1,2.1,76.0,0.31,0.0,0.0,0.0,,,,2.3,0.8,,5.6
238,2022-08-07 21:00:00,9.3,8.2,127.0,1.35,1.6,73.0,0.29,0.0,0.0,0.0,,,,2.5,0.7,,5.4
239,2022-08-07 22:00:00,9.4,8.5,127.0,1.35,1.35,72.0,0.28,0.0,0.0,0.0,,,,2.1,0.6,,5.7
240,2022-08-07 23:00:00,9.7,8.6,128.0,1.3,1.05,72.0,0.26,0.0,0.0,0.0,,,,2.0,0.7,,5.8
241,2022-08-08 00:00:00,11.2,9.8,125.0,1.3,0.85,70.0,0.23,0.0,0.0,0.0,,,,3.0,0.7,,8.4
242,2022-08-08 01:00:00,11.6,9.5,126.0,1.15,0.85,65.0,0.24,0.0,0.0,0.0,,,,2.9,0.7,,7.7
243,2022-08-08 02:00:00,11.4,9.3,128.0,1.1,1.85,60.0,0.24,0.0,0.0,0.0,,,,2.9,0.7,,7.2
244,2022-08-08 03:00:00,11.4,9.6,129.0,1.35,3.1,60.0,0.24,0.0,0.0,0.0,,,,2.6,0.7,,6.5
245,2022-08-08 04:00:00,11.8,10.2,130.0,1.7,3.5,57.0,0.23,0.0,0.05,0.05,,,,2.3,0.8,,5.6
246,2022-08-08 05:00:00,11.7,11.2,133.0,2.1,4.05,62.0,0.22,0.0,0.4,0.4,,,,2.0,0.8,,4.8
247,2022-08-08 06:00:00,11.8,10.7,135.0,1.5,5.4,60.0,0.21,0.0,1.25,1.25,,,,1.7,0.6,,4.4
248,2022-08-08 07:00:00,11.3,9.8,125.0,0.75,7.9,71.0,0.2,0.0,2.75,2.75,,,,2.1,0.9,,3.4
249,2022-08-08 08:00:00,11.4,9.8,126.0,0.5,6.35,74.0,0.19,0.0,4.55,4.6,,,,1.8,1.2,,3.8
250,2022-08-08 09:00:00,10.7,8.9,130.0,0.35,6.7,79.0,0.19,0.0,6.25,6.45,,,,2.0,1.3,,3.7
251,2022-08-08 10:00:00,9.8,8.8,130.0,0.35,5.1,82.0,0.19,0.0,7.35,7.6,,,,1.0,1.1,,2.8
252,2022-08-08 11:00:00,9.3,7.8,129.0,0.3,3.4,82.0,0.2,0.0,7.35,7.8,,,,0.9,0.7,,1.9
253,2022-08-08 12:00:00,9.5,9.1,125.0,0.35,2.75,83.0,0.26,0.0,6.45,7.0,,,,0.8,0.7,,2.7
254,2022-08-08 13:00:00,7.5,6.9,127.0,0.55,2.0,79.0,0.32,0.0,2.85,5.15,,,,0.1,0.4,,4.0
255,2022-08-08 14:00:00,6.8,6.5,129.0,0.5,1.9,74.0,0.33,0.0,1.5,3.3,,,,0.1,0.1,,2.3
256,2022-08-08 15:00:00,6.6,6.6,132.0,0.6,1.65,73.0,0.28,0.0,0.6,1.7,,,,0.1,0.1,,1.9
257,2022-08-08 16:00:00,6.5,6.5,133.0,1.0,1.35,72.0,0.34,0.0,0.25,0.65,,,,0.1,0.1,,0.7
258,2022-08-08 17:00:00,6.6,6.5,135.0,1.15,1.1,71.0,0.46,0.0,0.05,0.15,,,,0.1,0.1,,0.9
259,2022-08-08 18:00:00,6.9,6.8,137.0,1.85,1.05,71.0,0.33,0.0,0.0,0.0,,,,0.1,0.1,,0.8
260,2022-08-08 19:00:00,7.8,7.7,141.0,2.55,0.65,67.0,0.29,0.0,0.0,0.0,,,,0.1,0.1,,0.6
261,2022-08-08 20:00:00,8.5,8.4,144.0,1.35,0.6,67.0,0.31,0.0,0.0,0.0,,,,0.1,0.1,,0.6
262,2022-08-08 21:00:00,7.5,7.5,142.0,1.3,0.85,68.0,0.3,0.0,0.0,0.0,,,,0.1,0.0,,0.8
263,2022-08-08 22:00:00,7.3,7.2,139.0,1.7,1.35,69.0,0.29,0.0,0.0,0.0,,,,0.0,0.0,,0.6
264,2022-08-08 23:00:00,7.3,7.1,134.0,1.45,1.05,68.0,0.27,0.0,0.0,0.0,,,,0.1,0.0,,0.5
265,2022-08-09 00:00:00,6.0,5.9,136.0,1.2,0.65,58.0,0.32,0.0,0.0,0.0,,,,0.1,0.0,,0.5
266,2022-08-09 01:00:00,7.0,6.9,135.0,1.05,0.5,56.0,0.35,0.0,0.0,0.0,,,,0.5,0.1,,0.5
267,2022-08-09 02:00:00,6.7,6.5,135.0,1.05,0.45,55.0,0.38,0.0,0.0,0.0,,,,0.6,0.1,,0.5
268,2022-08-09 03:00:00,7.4,7.1,133.0,1.05,0.6,52.0,0.39,0.0,0.0,0.0,,,,0.5,0.1,,0.6
269,2022-08-09 04:00:00,8.0,7.9,134.0,1.15,0.5,48.0,0.4,0.0,0.05,0.05,,,,0.6,0.2,,0.7
270,2022-08-09 05:00:00,9.3,9.1,140.0,1.45,0.4,56.0,0.42,0.0,0.15,0.35,,,,0.8,0.2,,0.6
271,2022-08-09 06:00:00,9.7,9.3,140.0,1.45,1.3,58.0,0.4,0.0,0.55,1.1,,,,0.8,0.3,,1.7
272,2022-08-09 07:00:00,9.3,8.9,137.0,1.15,3.8,65.0,0.37,0.0,1.1,2.45,,,,0.7,0.3,,2.5
273,2022-08-09 08:00:00,10.5,9.8,135.0,0.85,5.55,70.0,0.34,0.0,1.8,4.2,,,,0.8,0.5,,3.0
274,2022-08-09 09:00:00,10.2,9.4,133.0,0.65,6.75,71.0,0.34,0.0,2.65,5.9,,,,1.1,0.5,,3.1
