,date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,aerosol_optical_depth,dust,uv_index,uv_index_clear_sky,ammonia,alder_pollen,birch_pollen,grass_pollen,mugwort_pollen,olive_pollen,ragweed_pollen
1803,2022-10-12 02:00:00,26.2,23.7,141.0,1.0,3.2,57.0,0.13,0.0,0.0,0.0,,,,,0.0,,0.0
1804,2022-10-12 03:00:00,26.6,23.2,141.0,0.95,3.85,54.0,0.13,0.0,0.0,0.0,,,,,0.0,,0.0
1805,2022-10-12 04:00:00,27.0,23.3,141.0,0.9,4.5,51.0,0.12,0.0,0.0,0.0,,,,,0.0,,0.0
1806,2022-10-12 05:00:00,28.0,24.3,139.0,1.3,6.9,50.0,0.12,0.0,0.0,0.0,,,,,0.0,,0.0
1807,2022-10-12 06:00:00,27.8,23.9,145.0,1.75,7.15,49.0,0.12,0.0,0.1,0.3,,,,,0.0,,0.0
1808,2022-10-12 07:00:00,27.6,25.5,151.0,1.6,7.65,45.0,0.1,0.0,0.4,1.05,,,,,0.0,,0.0
1809,2022-10-12 08:00:00,24.7,22.4,144.0,1.35,9.0,53.0,0.09,0.0,0.9,2.1,,,,,0.0,,0.0
1810,2022-10-12 09:00:00,16.8,16.3,135.0,1.0,3.8,61.0,0.09,1.0,1.3,3.15,,,,,0.0,,0.0
1811,2022-10-12 10:00:00,12.5,11.4,130.0,0.8,3.3,66.0,0.09,1.0,1.55,3.75,,,,,0.0,,0.0
1812,2022-10-12 11:00:00,11.7,9.7,120.0,0.7,2.9,70.0,0.1,1.0,1.45,3.65,,,,,0.0,,0.0
1813,2022-10-12 12:00:00,9.1,7.9,116.0,0.65,2.95,70.0,0.14,1.0,1.75,2.95,,,,,0.0,,0.0
1814,2022-10-12 13:00:00,8.7,8.1,116.0,0.65,2.95,70.0,0.14,1.0,1.0,1.85,,,,,0.0,,0.0
1815,2022-10-12 14:00:00,8.8,6.8,108.0,0.6,3.5,70.0,0.14,1.0,0.5,0.85,,,,,0.0,,0.0
1816,2022-10-12 15:00:00,9.1,7.1,109.0,0.8,4.0,70.0,0.15,1.0,0.15,0.2,,,,,0.0,,0.0
1817,2022-10-12 16:00:00,10.2,8.7,114.0,1.45,4.6,67.0,0.15,1.0,0.0,0.0,,,,,0.0,,0.0
1818,2022-10-12 17:00:00,11.8,10.3,124.0,1.65,5.0,63.0,0.15,1.0,0.0,0.0,,,,,0.0,,0.0
1819,2022-10-12 18:00:00,14.0,12.6,124.0,2.15,4.75,60.0,0.16,1.0,0.0,0.0,,,,,0.0,,0.0
1820,2022-10-12 19:00:00,16.2,14.5,132.0,2.4,4.65,55.0,0.15,1.0,0.0,0.0,,,,,0.0,,0.0
1821,2022-10-12 20:00:00,17.3,15.7,136.0,2.4,4.45,51.0,0.16,1.0,0.0,0.0,,,,,0.0,,0.0
1822,2022-10-12 21:00:00,18.5,16.8,141.0,2.35,3.7,48.0,0.15,1.0,0.0,0.0,,,,,0.0,,0.0
1823,2022-10-12 22:00:00,19.2,17.7,140.0,2.3,2.9,46.0,0.14,1.0,0.0,0.0,,,,,0.0,,0.0
1824,2022-10-12 23:00:00,19.9,18.4,140.0,2.1,3.05,45.0,0.14,1.0,0.0,0.0,,,,,0.0,,0.0
1825,2022-10-13 00:00:00,19.2,18.7,137.0,1.7,4.5,44.0,0.16,1.0,0.0,0.0,,,,,0.0,,0.0
1826,2022-10-13 01:00:00,19.9,18.9,136.0,1.6,4.35,44.0,0.17,1.0,0.0,0.0,,,,,0.0,,0.0
1827,2022-10-13 02:00:00,20.5,19.0,135.0,1.8,5.1,43.0,0.18,1.0,0.0,0.0,,,,,0.0,,0.0
1828,2022-10-13 03:00:00,21.3,19.6,133.0,2.45,6.45,42.0,0.2,1.0,0.0,0.0,,,,,0.0,,0.0
1829,2022-10-13 04:00:00,21.4,20.6,132.0,3.55,6.9,38.0,0.22,1.0,0.0,0.0,,,,,0.0,,0.0
1830,2022-10-13 05:00:00,19.6,19.1,131.0,4.55,7.65,35.0,0.2,1.0,0.0,0.0,,,,,0.0,,0.0
1831,2022-10-13 06:00:00,20.6,20.0,135.0,4.65,6.75,37.0,0.18,1.0,0.15,0.3,,,,,0.0,,0.0
1832,2022-10-13 07:00:00,18.8,17.5,143.0,2.8,10.15,40.0,0.18,1.0,0.5,0.95,,,,,0.0,,0.0
1833,2022-10-13 08:00:00,17.3,17.0,135.0,2.15,9.05,48.0,0.18,1.0,0.85,1.95,,,,,0.0,,0.0
1834,2022-10-13 09:00:00,17.3,16.5,127.0,1.55,9.15,53.0,0.16,1.0,1.45,3.0,,,,,0.0,,0.0
1835,2022-10-13 10:00:00,16.9,16.0,120.0,1.3,8.95,59.0,0.15,1.0,1.75,3.55,,,,,0.0,,0.0
1836,2022-10-13 11:00:00,17.3,15.7,114.0,1.05,9.15,62.0,0.16,1.0,1.65,3.45,,,,,0.0,,0.0
1837,2022-10-13 12:00:00,16.6,14.7,112.0,0.8,8.5,65.0,0.15,1.0,1.6,2.8,,,,,0.0,,0.0
1838,2022-10-13 13:00:00,16.3,14.1,110.0,0.7,8.35,65.0,0.15,1.0,0.75,1.75,,,,,0.0,,0.0
1839,2022-10-13 14:00:00,16.4,14.2,110.0,0.85,9.6,65.0,0.13,1.0,0.5,0.8,,,,,0.0,,0.0
1840,2022-10-13 15:00:00,16.5,14.2,111.0,1.15,10.45,65.0,0.12,1.0,0.15,0.2,,,,,0.0,,0.0
1841,2022-10-13 16:00:00,15.8,13.6,118.0,1.5,9.75,64.0,0.14,1.0,0.0,0.0,,,,,0.0,,0.0
1842,2022-10-13 17:00:00,15.1,12.9,117.0,1.6,8.1,63.0,0.15,1.0,0.0,0.0,,,,,0.0,,0.0
1843,2022-10-13 18:00:00,14.4,12.6,121.0,1.65,6.15,62.0,0.16,1.0,0.0,0.0,,,,,0.0,,0.0
1844,2022-10-13 19:00:00,14.3,13.7,124.0,1.65,3.7,55.0,0.16,1.0,0.0,0.0,,,,,0.0,,0.0
1845,2022-10-13 20:00:00,15.6,13.9,131.0,1.75,2.4,51.0,0.16,0.0,0.0,0.0,,,,,0.0,,0.0
1846,2022-10-13 21:00:00,15.6,13.5,135.0,1.7,1.8,50.0,0.16,1.0,0.0,0.0,,,,,0.0,,0.0
1847,2022-10-13 22:00:00,14.4,12.6,134.0,1.6,1.55,47.0,0.16,0.0,0.0,0.0,,,,,0.0,,0.0
1848,2022-10-13 23:00:00,13.6,12.2,132.0,1.55,1.65,45.0,0.17,0.0,0.0,0.0,,,,,0.0,,0.0
1849,2022-10-14 00:00:00,18.5,16.5,136.0,1.85,2.05,44.0,0.12,0.0,0.0,0.0,,,,,0.0,,0.0
1850,2022-10-14 01:00:00,18.3,16.4,135.0,1.6,1.55,39.0,0.12,0.0,0.0,0.0,,,,,0.0,,0.0
1851,2022-10-14 02:00:00,17.3,15.6,135.0,1.5,0.8,38.0,0.12,0.0,0.0,0.0,,,,,0.0,,0.0
1852,2022-10-14 03:00:00,15.7,14.3,135.0,1.35,1.0,39.0,0.13,0.0,0.0,0.0,,,,,0.0,,0.0
1853,2022-10-14 04:00:00,14.3,13.1,135.0,1.3,1.05,40.0,0.14,0.0,0.0,0.0,,,,,0.0,,0.0
1854,2022-10-14 05:00:00,14.3,13.1,134.0,1.75,1.1,40.0,0.15,0.0,0.0,0.0,,,,,0.0,,0.0
1855,2022-10-14 06:00:00,15.4,13.9,134.0,2.15,2.25,40.0,0.16,0.0,0.05,0.3,,,,,0.0,,0.0
1856,2022-10-14 07:00:00,16.1,15.0,134.0,1.6,4.25,42.0,0.14,0.0,0.25,0.95,,,,,0.0,,0.0
1857,2022-10-14 08:00:00,15.2,14.1,128.0,1.2,7.45,49.0,0.13,1.0,0.75,1.95,,,,,0.0,,0.0
1858,2022-10-14 09:00:00,14.2,12.0,122.0,0.9,9.25,53.0,0.11,1.0,1.4,2.95,,,,,0.0,,0.0
1859,2022-10-14 10:00:00,12.9,11.8,119.0,0.85,8.3,57.0,0.11,1.0,1.95,3.5,,,,,0.0,,0.0
1860,2022-10-14 11:00:00,12.0,10.5,114.0,0.75,7.05,63.0,0.1,1.0,2.0,3.4,,,,,0.0,,0.0
1861,2022-10-14 12:00:00,11.0,9.3,111.0,0.8,5.5,68.0,0.1,1.0,1.75,2.8,,,,,0.0,,0.0
1862,2022-10-14 13:00:00,10.4,7.7,107.0,0.75,5.0,69.0,0.11,1.0,1.0,1.75,,,,,0.0,,0.0
1863,2022-10-14 14:00:00,8.4,7.2,104.0,0.7,4.05,68.0,0.1,1.0,0.5,0.8,,,,,0.0,,0.0
1864,2022-10-14 15:00:00,8.0,7.5,107.0,0.9,3.9,68.0,0.11,1.0,0.15,0.2,,,,,0.0,,0.0
1865,2022-10-14 16:00:00,8.2,6.8,107.0,1.4,3.95,66.0,0.12,1.0,0.0,0.0,,,,,0.0,,0.0
1866,2022-10-14 17:00:00,10.8,8.2,110.0,1.5,3.7,63.0,0.13,1.0,0.0,0.0,,,,,0.0,,0.0
1867,2022-10-14 18:00:00,10.9,8.6,113.0,1.75,4.25,62.0,0.14,1.0,0.0,0.0,,,,,0.0,,0.0
1868,2022-10-14 19:00:00,11.5,10.9,116.0,2.0,4.1,59.0,0.11,1.0,0.0,0.0,,,,,0.0,,0.0
1869,2022-10-14 20:00:00,12.9,12.2,124.0,1.95,4.55,56.0,0.1,1.0,0.0,0.0,,,,,0.0,,0.0
1870,2022-10-14 21:00:00,13.2,12.5,129.0,1.85,4.75,53.0,0.09,1.0,0.0,0.0,,,,,0.0,,0.0
1871,2022-10-14 22:00:00,13.6,12.5,126.0,1.8,3.8,49.0,0.09,1.0,0.0,0.0,,,,,0.0,,0.0
1872,2022-10-14 23:00:00,13.7,12.3,121.0,1.8,2.85,46.0,0.09,1.0,0.0,0.0,,,,,0.0,,0.0
1873,2022-10-15 00:00:00,14.3,13.3,123.0,1.65,2.25,47.0,0.07,1.0,0.0,0.0,,,,,0.0,,0.0
1874,2022-10-15 01:00:00,15.0,14.1,123.0,1.6,1.85,46.0,0.07,1.0,0.0,0.0,,,,,0.0,,0.0
1875,2022-10-15 02:00:00,14.8,13.9,121.0,1.95,2.05,45.0,0.07,1.0,0.0,0.0,,,,,0.0,,0.0
1876,2022-10-15 03:00:00,14.6,14.0,119.0,1.9,2.55,45.0,0.07,1.0,0.0,0.0,,,,,0.0,,0.0
1877,2022-10-15 04:00:00,14.3,13.8,120.0,2.0,3.6,44.0,0.07,1.0,0.0,0.0,,,,,0.0,,0.0
1878,2022-10-15 05:00:00,14.1,13.6,123.0,2.5,2.45,43.0,0.07,1.0,0.0,0.0,,,,,0.0,,0.0
1879,2022-10-15 06:00:00,14.3,13.8,128.0,2.2,2.3,42.0,0.06,1.0,0.2,0.3,,,,,0.0,,0.0
1880,2022-10-15 07:00:00,14.8,14.0,120.0,2.1,3.85,47.0,0.06,1.0,0.7,1.0,,,,,0.0,,0.0
1881,2022-10-15 08:00:00,13.0,11.5,117.0,1.45,5.15,51.0,0.06,1.0,1.85,2.1,,,,,0.0,,0.0
1882,2022-10-15 09:00:00,10.6,9.5,115.0,1.0,5.75,57.0,0.05,1.0,3.1,3.15,,,,,0.0,,0.0
1883,2022-10-15 10:00:00,9.5,8.5,109.0,0.8,4.65,63.0,0.04,1.0,3.8,3.8,,,,,0.0,,0.0
1884,2022-10-15 11:00:00,8.9,8.0,105.0,0.6,4.25,68.0,0.04,1.0,3.7,3.7,,,,,0.0,,0.0
1885,2022-10-15 12:00:00,8.5,7.6,103.0,0.55,3.95,71.0,0.04,1.0,2.95,2.95,,,,,0.0,,0.0
1886,2022-10-15 13:00:00,8.4,7.5,100.0,0.55,3.7,74.0,0.04,1.0,1.85,1.85,,,,,0.0,,0.0
1887,2022-10-15 14:00:00,8.2,7.3,100.0,0.65,3.55,74.0,0.05,1.0,0.8,0.8,,,,,0.0,,0.0
1888,2022-10-15 15:00:00,9.0,7.9,101.0,0.95,3.65,72.0,0.05,1.0,0.2,0.2,,,,,0.0,,0.0
1889,2022-10-15 16:00:00,9.5,8.4,106.0,1.8,3.45,69.0,0.05,1.0,0.0,0.0,,,,,0.0,,0.0
1890,2022-10-15 17:00:00,11.0,9.5,113.0,3.0,2.15,61.0,0.05,1.0,0.0,0.0,,,,,0.0,,0.0
1891,2022-10-15 18:00:00,13.1,11.0,119.0,2.7,1.9,63.0,0.05,1.0,0.0,0.0,,,,,0.0,,0.0
1892,2022-10-15 19:00:00,13.4,12.4,123.0,3.25,1.75,60.0,0.04,1.0,0.0,0.0,,,,,0.0,,0.0
1893,2022-10-15 20:00:00,13.8,12.6,124.0,3.95,2.05,53.0,0.05,1.0,0.0,0.0,,,,,0.0,,0.0
1894,2022-10-15 21:00:00,13.3,12.0,124.0,3.55,1.9,47.0,0.05,0.0,0.0,0.0,,,,,0.0,,0.0
1895,2022-10-15 22:00:00,11.4,10.5,120.0,2.9,1.7,44.0,0.05,0.0,0.0,0.0,,,,,0.0,,0.0
1896,2022-10-15 23:00:00,11.1,9.8,110.0,2.4,1.45,47.0,0.05,0.0,0.0,0.0,,,,,0.0,,0.0
1897,2022-10-16 00:00:00,10.9,9.6,109.0,2.05,1.0,50.0,0.05,0.0,0.0,0.0,,,,,0.0,,0.0
1898,2022-10-16 01:00:00,10.9,9.6,110.0,1.65,0.95,48.0,0.05,0.0,0.0,0.0,,,,,0.0,,0.0
1899,2022-10-16 02:00:00,11.0,9.6,112.0,1.5,0.8,45.0,0.05,0.0,0.0,0.0,,,,,0.0,,0.0
1900,2022-10-16 03:00:00,11.2,9.7,113.0,1.6,0.7,43.0,0.05,0.0,0.0,0.0,,,,,0.0,,0.0
1901,2022-10-16 04:00:00,11.2,10.0,114.0,1.7,0.7,41.0,0.05,0.0,0.0,0.0,,,,,0.0,,0.0
1902,2022-10-16 05:00:00,11.3,10.3,115.0,2.15,1.15,40.0,0.05,0.0,0.0,0.0,,,,,0.0,,0.0
1903,2022-10-16 06:00:00,11.6,10.4,122.0,2.95,1.2,44.0,0.05,0.0,0.3,0.3,,,,,0.0,,0.0
1904,2022-10-16 07:00:00,12.1,11.5,122.0,2.7,3.3,47.0,0.05,0.0,1.05,1.05,,,,,0.0,,0.0
1905,2022-10-16 08:00:00,11.9,11.3,114.0,1.45,6.15,58.0,0.05,0.0,2.15,2.15,,,,,0.0,,0.0
1906,2022-10-16 09:00:00,11.1,9.9,108.0,1.25,6.65,62.0,0.05,0.0,3.25,3.25,,,,,0.0,,0.0
1907,2022-10-16 10:00:00,11.3,9.0,105.0,0.8,6.7,70.0,0.05,0.0,3.9,3.9,,,,,0.0,,0.0
1908,2022-10-16 11:00:00,10.5,8.3,102.0,0.6,5.5,73.0,0.05,0.0,3.75,3.75,,,,,0.0,,0.0
1909,2022-10-16 12:00:00,9.1,7.5,100.0,0.45,4.6,73.0,0.06,0.0,2.8,3.05,,,,,0.0,,0.0
1910,2022-10-16 13:00:00,8.6,7.9,99.0,0.45,5.4,72.0,0.06,0.0,1.8,1.9,,,,,0.0,,0.0
1911,2022-10-16 14:00:00,9.0,8.3,99.0,0.5,8.15,71.0,0.05,0.0,0.85,0.85,,,,,0.0,,0.0
1912,2022-10-16 15:00:00,9.3,8.7,102.0,0.8,10.5,71.0,0.05,0.0,0.2,0.2,,,,,0.0,,0.0
1913,2022-10-16 16:00:00,11.5,10.5,111.0,1.65,11.9,63.0,0.05,0.0,0.0,0.0,,,,,0.0,,0.0
1914,2022-10-16 17:00:00,11.9,11.0,118.0,2.05,11.3,60.0,0.05,0.0,0.0,0.0,,,,,0.0,,0.0
1915,2022-10-16 18:00:00,13.7,12.8,119.0,2.55,10.75,58.0,0.05,0.0,0.0,0.0,,,,,0.0,,0.0
1916,2022-10-16 19:00:00,15.5,14.3,129.0,3.3,7.75,57.0,0.05,0.0,0.0,0.0,,,,,0.0,,0.0
1917,2022-10-16 20:00:00,16.4,15.6,134.0,3.7,6.2,54.0,0.04,0.0,0.0,0.0,,,,,0.0,,0.0
1918,2022-10-16 21:00:00,17.0,15.9,133.0,3.85,5.15,51.0,0.04,0.0,0.0,0.0,,,,,0.0,,0.0
1919,2022-10-16 22:00:00,17.2,16.0,126.0,3.65,5.75,49.0,0.04,0.0,0.0,0.0,,,,,0.0,,0.0
1920,2022-10-16 23:00:00,16.8,15.6,124.0,3.3,6.05,47.0,0.04,0.0,0.0,0.0,,,,,0.0,,0.0
1921,2022-10-17 00:00:00,16.3,15.1,125.0,2.6,6.55,46.0,0.03,0.0,0.0,0.0,,,,,0.0,,0.0
1922,2022-10-17 01:00:00,15.5,14.3,122.0,2.3,6.15,45.0,0.03,0.0,0.0,0.0,,,,,0.0,,0.0
1923,2022-10-17 02:00:00,14.8,13.6,118.0,2.3,5.85,45.0,0.03,0.0,0.0,0.0,,,,,0.0,,0.0
1924,2022-10-17 03:00:00,14.1,12.9,116.0,2.35,6.3,44.0,0.02,0.0,0.0,0.0,,,,,0.0,,0.0
1925,2022-10-17 04:00:00,13.6,12.5,118.0,2.55,7.15,44.0,0.02,0.0,0.0,0.0,,,,,0.0,,0.0
1926,2022-10-17 05:00:00,14.6,13.3,124.0,3.0,8.05,43.0,0.02,0.0,0.0,0.0,,,,,0.0,,0.0
1927,2022-10-17 06:00:00,15.4,14.0,133.0,4.45,8.35,42.0,0.02,0.0,0.3,0.3,,,,,0.0,,0.0
1928,2022-10-17 07:00:00,15.2,14.8,132.0,2.9,9.65,47.0,0.02,0.0,1.05,1.05,,,,,0.0,,0.0
1929,2022-10-17 08:00:00,13.7,12.3,118.0,1.85,10.95,59.0,0.02,0.0,2.2,2.2,,,,,0.0,,0.0
1930,2022-10-17 09:00:00,12.6,11.7,109.0,1.25,11.1,65.0,0.02,0.0,3.3,3.3,,,,,0.0,,0.0
1931,2022-10-17 10:00:00,10.6,9.7,107.0,0.85,11.0,68.0,0.02,0.0,3.95,3.95,,,,,0.0,,0.0
1932,2022-10-17 11:00:00,9.3,8.5,104.0,0.65,9.6,69.0,0.02,0.0,3.85,3.85,,,,,0.0,,0.0
1933,2022-10-17 12:00:00,8.7,8.1,98.0,0.5,11.1,67.0,0.02,0.0,3.05,3.05,,,,,0.0,,0.0
1934,2022-10-17 13:00:00,8.3,7.7,96.0,0.45,11.65,67.0,0.02,0.0,1.9,1.9,,,,,0.0,,0.0
1935,2022-10-17 14:00:00,8.7,7.5,97.0,0.55,13.1,66.0,0.03,0.0,0.8,0.8,,,,,0.0,,0.0
1936,2022-10-17 15:00:00,9.1,8.0,102.0,0.85,14.1,63.0,0.02,0.0,0.2,0.2,,,,,0.0,,0.0
1937,2022-10-17 16:00:00,9.0,8.2,110.0,1.85,12.85,61.0,0.02,0.0,0.0,0.0,,,,,0.0,,0.0
1938,2022-10-17 17:00:00,10.9,10.0,114.0,2.05,10.0,59.0,0.02,0.0,0.0,0.0,,,,,0.0,,0.0
1939,2022-10-17 18:00:00,12.7,11.6,120.0,2.75,8.1,57.0,0.02,0.0,0.0,0.0,,,,,0.0,,0.0
1940,2022-10-17 19:00:00,14.2,13.0,126.0,2.9,5.75,53.0,0.02,0.0,0.0,0.0,,,,,0.0,,0.0
1941,2022-10-17 20:00:00,15.2,13.9,130.0,3.35,4.7,51.0,0.02,0.0,0.0,0.0,,,,,0.0,,0.0
1942,2022-10-17 21:00:00,15.2,13.8,132.0,3.8,4.25,49.0,0.02,0.0,0.0,0.0,,,,,0.0,,0.0
1943,2022-10-17 22:00:00,14.8,13.7,129.0,4.0,4.0,49.0,0.02,0.0,0.0,0.0,,,,,0.0,,0.0
1944,2022-10-17 23:00:00,14.0,13.5,127.0,3.85,4.55,47.0,0.02,0.0,0.0,0.0,,,,,0.0,,0.0
1945,2022-10-18 00:00:00,14.1,13.0,126.0,3.45,5.35,46.0,0.02,0.0,0.0,0.0,,,,,0.0,,0.0
1946,2022-10-18 01:00:00,13.8,12.8,122.0,3.15,4.75,45.0,0.02,0.0,0.0,0.0,,,,,0.0,,0.0
1947,2022-10-18 02:00:00,13.5,12.5,118.0,2.85,4.75,45.0,0.02,0.0,0.0,0.0,,,,,0.0,,0.0
1948,2022-10-18 03:00:00,13.3,12.4,119.0,2.6,4.6,45.0,0.02,0.0,0.0,0.0,,,,,0.0,,0.0
1949,2022-10-18 04:00:00,13.2,12.4,120.0,2.6,4.85,44.0,0.02,0.0,0.0,0.0,,,,,0.0,,0.0
1950,2022-10-18 05:00:00,13.3,12.6,124.0,3.55,7.4,44.0,0.02,0.0,0.0,0.0,,,,,0.0,,0.0
1951,2022-10-18 06:00:00,13.8,13.4,129.0,4.5,7.3,42.0,0.02,0.0,0.3,0.3,,,,,0.0,,0.0
1952,2022-10-18 07:00:00,15.5,15.0,133.0,3.65,9.2,44.0,0.02,0.0,1.05,1.05,,,,,0.0,,0.0
1953,2022-10-18 08:00:00,14.6,13.4,125.0,2.15,10.5,56.0,0.02,0.0,2.15,2.15,,,,,0.0,,0.0
1954,2022-10-18 09:00:00,14.3,12.9,120.0,1.8,10.55,58.0,0.02,0.0,3.3,3.3,,,,,0.0,,0.0
1955,2022-10-18 10:00:00,12.1,11.3,110.0,1.25,12.25,69.0,0.02,0.0,3.95,3.95,,,,,0.0,,0.0
1956,2022-10-18 11:00:00,9.8,9.1,106.0,0.9,11.15,73.0,0.02,0.0,3.8,3.8,,,,,0.0,,0.0
1957,2022-10-18 12:00:00,8.7,7.8,102.0,0.75,8.6,77.0,0.02,0.0,3.0,3.0,,,,,0.0,,0.0
1958,2022-10-18 13:00:00,8.8,7.8,102.0,0.75,7.4,79.0,0.02,0.0,1.85,1.85,,,,,0.0,,0.0
1959,2022-10-18 14:00:00,8.6,7.5,103.0,0.85,7.6,79.0,0.02,0.0,0.8,0.8,,,,,0.0,,0.0
1960,2022-10-18 15:00:00,9.6,8.6,106.0,1.35,6.95,74.0,0.03,0.0,0.2,0.2,,,,,0.0,,0.0
1961,2022-10-18 16:00:00,11.9,11.1,115.0,3.1,7.5,68.0,0.03,0.0,0.0,0.0,,,,,0.0,,0.0
1962,2022-10-18 17:00:00,14.1,13.2,126.0,4.9,6.15,62.0,0.03,0.0,0.0,0.0,,,,,0.0,,0.0
1963,2022-10-18 18:00:00,13.9,13.1,134.0,5.8,6.15,59.0,0.03,0.0,0.0,0.0,,,,,0.0,,0.0
1964,2022-10-18 19:00:00,14.7,13.7,134.0,5.7,5.9,57.0,0.03,0.0,0.0,0.0,,,,,0.0,,0.0
1965,2022-10-18 20:00:00,16.2,15.1,134.0,5.65,5.5,53.0,0.03,0.0,0.0,0.0,,,,,0.0,,0.0
1966,2022-10-18 21:00:00,17.6,16.9,135.0,5.8,3.55,54.0,0.03,0.0,0.0,0.0,,,,,0.0,,0.0
1967,2022-10-18 22:00:00,19.6,18.4,150.0,5.9,3.25,49.0,0.03,0.0,0.0,0.0,,,,,0.0,,0.0
1968,2022-10-18 23:00:00,18.6,17.5,146.0,5.5,3.25,46.0,0.03,0.0,0.0,0.0,,,,,0.0,,0.0
1969,2022-10-19 00:00:00,16.5,16.0,145.0,4.9,3.95,46.0,0.04,0.0,0.0,0.0,,,,,0.0,,0.0
1970,2022-10-19 01:00:00,16.8,16.3,145.0,4.55,5.25,46.0,0.04,0.0,0.0,0.0,,,,,0.0,,0.0
1971,2022-10-19 02:00:00,17.7,16.9,147.0,4.2,8.4,49.0,0.04,0.0,0.0,0.0,,,,,0.0,,0.0
1972,2022-10-19 03:00:00,20.5,19.3,154.0,4.05,9.9,50.0,0.04,0.0,0.0,0.0,,,,,0.0,,0.0
1973,2022-10-19 04:00:00,22.5,20.5,147.0,4.0,9.75,44.0,0.04,0.0,0.0,0.0,,,,,0.0,,0.0
1974,2022-10-19 05:00:00,25.8,23.2,146.0,4.9,6.65,44.0,0.05,0.0,0.0,0.0,,,,,0.0,,0.0
1975,2022-10-19 06:00:00,27.9,25.1,151.0,4.9,7.1,44.0,0.06,0.0,0.3,0.3,,,,,0.0,,0.0
1976,2022-10-19 07:00:00,23.2,21.8,150.0,4.65,7.4,38.0,0.08,0.0,1.0,1.0,,,,,0.0,,0.0
1977,2022-10-19 08:00:00,17.3,16.0,138.0,1.95,5.9,57.0,0.1,0.0,2.05,2.1,,,,,0.0,,0.0
1978,2022-10-19 09:00:00,16.1,14.5,130.0,1.3,5.35,67.0,0.14,1.0,2.2,3.15,,,,,0.0,,0.0
1979,2022-10-19 10:00:00,12.8,11.8,122.0,0.85,4.35,68.0,0.16,1.0,2.35,3.7,,,,,0.0,,0.0
1980,2022-10-19 11:00:00,14.1,10.3,118.0,0.55,2.2,73.0,0.18,1.0,2.05,3.6,,,,,0.0,,0.0
1981,2022-10-19 12:00:00,17.0,10.5,109.0,0.5,1.15,74.0,0.19,3.0,1.65,2.8,,,,,0.0,,0.0
1982,2022-10-19 13:00:00,15.3,9.9,116.0,0.5,0.8,76.0,0.19,4.0,1.0,1.7,,,,,0.0,,0.0
1983,2022-10-19 14:00:00,12.1,9.1,120.0,0.55,0.6,75.0,0.16,4.0,0.55,0.75,,,,,0.0,,0.0
1984,2022-10-19 15:00:00,14.1,8.7,115.0,0.95,0.65,74.0,0.14,5.0,0.15,0.15,,,,,0.0,,0.0
1985,2022-10-19 16:00:00,14.0,9.7,123.0,1.4,0.65,70.0,0.12,3.0,0.0,0.0,,,,,0.0,,0.0
1986,2022-10-19 17:00:00,13.2,9.2,130.0,1.6,0.75,68.0,0.11,2.0,0.0,0.0,,,,,0.0,,0.0
1987,2022-10-19 18:00:00,11.2,9.3,138.0,2.05,0.85,65.0,0.11,1.0,0.0,0.0,,,,,0.0,,0.0
1988,2022-10-19 19:00:00,12.9,11.6,144.0,2.2,0.65,65.0,0.11,1.0,0.0,0.0,,,,,0.0,,0.0
1989,2022-10-19 20:00:00,15.1,13.7,142.0,2.25,0.85,62.0,0.11,1.0,0.0,0.0,,,,,0.0,,0.0
1990,2022-10-19 21:00:00,16.7,14.8,142.0,2.45,1.3,61.0,0.1,1.0,0.0,0.0,,,,,0.0,,0.0
1991,2022-10-19 22:00:00,14.8,14.4,145.0,2.45,1.35,59.0,0.1,1.0,0.0,0.0,,,,,0.0,,0.0
1992,2022-10-19 23:00:00,13.9,12.2,143.0,2.35,0.95,56.0,0.09,1.0,0.0,0.0,,,,,0.0,,0.0
1993,2022-10-20 00:00:00,11.9,10.8,138.0,2.0,0.6,49.0,0.06,1.0,0.0,0.0,,,,,0.0,,0.0
1994,2022-10-20 01:00:00,11.5,10.2,140.0,1.6,0.5,48.0,0.05,0.0,0.0,0.0,,,,,0.0,,0.0
1995,2022-10-20 02:00:00,11.2,10.1,138.0,1.4,0.8,46.0,0.05,0.0,0.0,0.0,,,,,0.0,,0.0
1996,2022-10-20 03:00:00,11.6,10.4,134.0,1.35,0.7,44.0,0.05,0.0,0.0,0.0,,,,,0.0,,0.0
1997,2022-10-20 04:00:00,12.2,11.3,131.0,1.45,1.2,45.0,0.05,0.0,0.0,0.0,,,,,0.0,,0.0
1998,2022-10-20 05:00:00,12.3,11.9,130.0,1.85,1.7,45.0,0.05,0.0,0.0,0.0,,,,,0.0,,0.0
1999,2022-10-20 06:00:00,12.9,12.4,137.0,2.95,2.2,46.0,0.05,0.0,0.25,0.3,,,,,0.0,,0.0
2000,2022-10-20 07:00:00,12.2,10.4,135.0,2.2,3.15,51.0,0.04,0.0,0.9,1.0,,,,,0.0,,0.0
2001,2022-10-20 08:00:00,10.6,8.8,127.0,1.3,5.6,61.0,0.03,0.0,2.1,2.1,,,,,0.0,,0.0
2002,2022-10-20 09:00:00,8.7,7.3,122.0,0.9,5.55,64.0,0.03,0.0,3.2,3.2,,,,,0.0,,0.0
2003,2022-10-20 10:00:00,8.6,7.2,116.0,0.6,5.7,67.0,0.03,0.0,3.85,3.85,,,,,0.0,,0.0
