id,city,lat,lng,country,population
3600,Kaspiysk,42.8747,47.6244,Russia,81752
3608,Béziers,43.3505,3.21,France,81438
3612,Bistrița,47.138,24.513,Romania,81318
3614,Asbest,57.023,61.458,Russia,81248
3630,Klin,56.3431,36.6987,Russia,80778
3649,Vorkuta,67.5,64.01,Russia,80039
3659,Khaskovo,41.9438,25.5633,Bulgaria,79699
3662,Kropotkin,45.4471,40.5821,Russia,79599
3668,Shadrinsk,56.0837,63.6333,Russia,79479
3678,Inowrocław,52.7799,18.25,Poland,79007
3679,Slatina,44.435,24.371,Romania,78988
3680,Kupyansk,49.7218,37.5981,Ukraine,78870
3683,Hania,35.5122,24.0156,Greece,78728
3686,Biel,47.1666,7.25,Switzerland,78708
3688,Ceuta,35.889,-5.307,Spain,78674
3696,Umeå,63.83,20.24,Sweden,78197
3706,Marsala,37.8054,12.4387,Italy,77784
3727,La Rochelle,46.1667,-1.15,France,76997
3733,Pori,61.4789,21.7749,Finland,76772
3755,Birobidzhan,48.7974,132.9508,Russia,76146
3764,Kamensk Shakhtinskiy,48.3318,40.2518,Russia,75814
3765,Buynaksk,42.8335,47.113,Russia,75800
3769,Galway,53.2724,-9.0488,Ireland,75594
3774,Agrinio,38.6218,21.4077,Greece,75233
3786,Greenock,55.9333,-4.75,United Kingdom,74635
3787,Toledo,39.867,-4.0167,Spain,74632
3796,Karlstad,59.3671,13.4999,Sweden,74141
3814,Sundsvall,62.4001,17.3167,Sweden,73389
3818,Skien,59.2,9.6,Norway,73330
3819,Roanne,46.0333,4.0667,France,73315
3822,Călărași,44.2063,27.3259,Romania,73224
3831,Korosten,50.9504,28.65,Ukraine,72984
3836,Guadalajara,40.6337,-3.1666,Spain,72850
3840,Georgievsk,44.1599,43.4699,Russia,72649
3842,Carlisle,54.88,-2.93,United Kingdom,72633
3850,Bourges,47.0837,2.4,France,72340
3854,Esbjerg,55.467,8.45,Denmark,72205
3857,Chusovoy,58.2934,57.813,Russia,72113
3862,Chalkida,38.464,23.6124,Greece,71842
3863,Kalamata,37.0389,22.1142,Greece,71823
3865,Vratsa,43.21,23.5625,Bulgaria,71633
3867,Chernogorsk,53.8313,91.2227,Russia,71582
3876,Kovel,51.2171,24.7166,Ukraine,71301
3878,Asti,44.93,8.21,Italy,71276
3879,Zadar,44.1201,15.2623,Croatia,71258
3902,Saint Gallen,47.423,9.362,Switzerland,70572
3903,Scarborough,54.2804,-0.43,United Kingdom,70571
3904,Tatabánya,47.55,18.433,Hungary,70541
3906,Volsk,52.0347,47.3743,Russia,70500
3915,Belogorsk,50.9191,128.4637,Russia,70203
3924,Trnava,48.3666,17.6,Slovakia,69785
3941,Vaslui,46.6333,27.7333,Romania,69225
3942,Hasselt,50.964,5.484,Belgium,69222
3946,Giurgiu,43.93,25.84,Romania,69067
3948,Potenza,40.642,15.799,Italy,69060
3949,Ayr,55.4504,-4.6167,United Kingdom,69042
3952,Ragusa,36.93,14.73,Italy,68956
3959,Tuymazy,54.6048,53.6943,Russia,68829
3969,Gävle,60.667,17.1666,Sweden,68635
3970,Borisoglebsk,51.3687,42.0887,Russia,68597
3974,L'Aquila,42.3504,13.39,Italy,68503
3997,Deva,45.8833,22.9167,Romania,67802
3998,Khanty Mansiysk,61.0015,69.0015,Russia,67800
3999,Ishim,56.1502,69.4498,Russia,67762
4011,Oktyabrskiy,52.6636,156.2387,Russia,67386
4018,Jelgava,56.6527,23.7128,Latvia,67207
4027,Narva,59.3776,28.1603,Estonia,66980
4028,Apatity,67.5731,33.393,Russia,66907
4030,Aleksin,54.5143,37.0944,Russia,66885
4041,Kungur,57.4348,56.9543,Russia,66389
4042,Klintsy,52.7652,32.2448,Russia,66336
4044,Neryungri,56.674,124.7104,Russia,66320
4047,Leninogorsk,54.5987,52.4487,Russia,66263
4051,Alba Lulia,46.077,23.58,Romania,66085
4053,Lesosibirsk,58.2433,92.4833,Russia,65945
4059,Polevskoy,56.4434,60.188,Russia,65770
4075,Kumertau,52.7748,55.7843,Russia,65321
4079,Békéscsaba,46.672,21.101,Hungary,65206
4083,Borås,57.7304,12.92,Sweden,65008
4087,Krasnoturinsk,59.7948,60.4848,Russia,64878
4106,Tikhoretsk,45.8531,40.1377,Russia,64387
4112,Arras,50.2833,2.7833,France,64165
4114,Zrenjanin,45.3786,20.3995,Serbia,64053
4122,Kristiansand,58.1666,8.0,Norway,63814
4128,Svobodnyy,51.4062,128.1312,Russia,63620
4136,Rzhev,56.2574,34.3275,Russia,63414
4137,Cahul,45.9079,28.1944,Moldova,63407
4141,Zalău,47.175,23.063,Romania,63232
4150,Balakhna,56.4943,43.5944,Russia,63083
4169,Belebey,54.1291,54.1187,Russia,62582
4183,Assen,53.0,6.55,Netherlands,62237
4185,Chistopol,55.3648,50.6407,Russia,62200
4188,Tikhvin,59.6448,33.5144,Russia,62075
4192,Veszprém,47.091,17.911,Hungary,62023
4194,Labinsk,44.6348,40.7443,Russia,61945
4198,Zalaegerszeg,46.844,16.84,Hungary,61898
4203,Iskitim,54.6509,83.2865,Russia,61827
4205,Benevento,41.1337,14.75,Italy,61791
4208,Troyes,48.3404,4.0834,France,61703
4209,Vyska,55.3247,42.1644,Russia,61664
4211,Pula,44.8687,13.8481,Croatia,61599
4212,Sibay,52.7091,58.6387,Russia,61590
4214,Ponta Delgada,37.7483,-25.6666,Portugal,61526
4218,Stralsund,54.3004,13.1,Germany,61368
4220,Civitavecchia,42.1004,11.8,Italy,61316
4223,Portimão,37.1337,-8.5333,Portugal,61226
4226,Coburg,50.2666,10.9666,Germany,61054
4231,Salsk,46.4775,41.542,Russia,61000
4232,Cherbourg,49.6504,-1.65,France,60991
4244,Shuya,56.8543,41.3643,Russia,60705
4245,Sfintu-Gheorghe,45.868,25.793,Romania,60677
4254,Zima,53.9331,102.0331,Russia,60239
4264,Crotone,39.0833,17.1233,Italy,60010
4270,Kotlas,61.2631,46.6631,Russia,59879
4271,Gorno Altaysk,51.9613,85.9577,Russia,59868
4275,Linares,38.0833,-3.6334,Spain,59761
4281,Växjö,56.8837,14.8167,Sweden,59600
4291,Lappeenranta,61.0671,28.1833,Finland,59276
4292,Kavala,40.9412,24.4018,Greece,59240
4308,Mikhaylovka,50.0679,43.2175,Russia,58898
4309,Solnechnogorsk,56.1807,36.9809,Russia,58891
4320,Arsenyev,44.1623,133.2823,Russia,58700
4330,Korçë,40.6167,20.7667,Albania,58259
4333,Agen,44.2004,0.6333,France,58223
4342,Borovichi,58.3978,33.8974,Russia,57887
4360,Cheremkhovo,53.1588,103.0739,Russia,57395
4375,Vaasa,63.1,21.6,Finland,57014
4376,Roslavl,53.9509,32.8604,Russia,56971
4377,Rodos,36.4412,28.2225,Greece,56969
4390,Eger,47.895,20.383,Hungary,56647
4408,Hof,50.317,11.9167,Germany,56153
4411,Nizhnyaya Tura,58.6436,59.7983,Russia,56084
4417,Seres,41.086,23.5497,Greece,55886
4422,Ełk,53.8337,22.35,Poland,55769
4427,Halmstad,56.6718,12.8556,Sweden,55657
4429,Sayanogorsk,53.0894,91.4004,Russia,55642
4430,Évora,38.56,-7.906,Portugal,55620
4434,Gelendzhik,44.5748,38.0644,Russia,55508
4435,Vyazma,55.2122,34.2918,Russia,55500
4438,Brive,45.1504,1.5333,France,55448
4458,Karlovac,45.4872,15.5478,Croatia,55063
4465,Tarbes,43.2333,0.0833,France,54854
4485,Ajaccio,41.9271,8.7283,France,54364
4486,Krasnokamensk,50.0665,118.0265,Russia,54316
4496,Aveiro,40.641,-8.651,Portugal,54162
4497,Illichivsk,46.3,30.6666,Ukraine,54102
4501,Andorra,42.5,1.5165,Andorra,53998
4510,Severomorsk,69.0731,33.4231,Russia,53921
4514,Vyshnniy Volochek,57.583,34.5631,Russia,53800
4527,Buguruslan,53.663,52.433,Russia,53511
4534,Joensuu,62.6,29.7666,Finland,53388
4537,Katerini,40.2723,22.5025,Greece,53293
4539,St.-Brieuc,48.5167,-2.7833,France,53223
4545,Turnovo,43.0862,25.6555,Bulgaria,53115
4549,Alexandroupoli,40.8486,25.8744,Greece,52979
4552,Arrecife,28.969,-13.5378,Spain,52944
4555,Livny,52.4248,37.6044,Russia,52915
4561,Slobozia,44.57,27.382,Romania,52693
4562,Krasnokamsk,58.0747,55.7443,Russia,52689
4563,Siena,43.317,11.35,Italy,52625
4574,Tromsø,69.6351,18.992,Norway,52436
4576,Mérida,38.912,-6.338,Spain,52423
4586,Tayshet,55.9277,97.9877,Russia,52184
4588,Nyagan,62.1465,65.3814,Russia,52137
4589,Kimry,56.8691,37.3444,Russia,52070
4604,Emden,53.3667,7.2167,Germany,51526
4611,Tulun,54.5653,100.5654,Russia,51330
4614,Vejle,55.709,9.535,Denmark,51177
4619,Kyustendil,42.2843,22.6911,Bulgaria,51067
4622,Kyshtym,55.7,60.5595,Russia,50911
4624,Campobasso,41.563,14.656,Italy,50762
4630,Xanthi,41.1418,24.8836,Greece,50570
4631,Passau,48.567,13.4666,Germany,50560
4651,Otradnyy,53.3778,51.3474,Russia,50127
